IPaddress,Day,Hour,Minute,Second,Info,Reply,Bytes
fg43.acq.osd.mil,30,9,17,50,"POST/cgi-bin/waisgate/134.67.99.11=earth1=210=/usr1/comwais/indexes/HTDOCS=gopher%40earth1=0.00=freeHTTP/1.0",200,22746
basfegw.basf-corp.com,30,9,17,50,"GET/docs/Techlibrary/Contents.htmlHTTP/1.0",200,2518
msp1-1.nas.mr.net,30,9,17,50,"GET/PressReleases/HTTP/1.0",200,1241
131.167.25.3,30,9,17,54,"GET/docs/major.htmlHTTP/1.0",200,1685
utkux1.utk.edu,30,9,17,54,"GET/cgi-bin/site11.htmlHTTP/1.0",404,0
131.167.25.3,30,9,17,54,"GET/logos/env_logo.gifHTTP/1.0",200,3837
131.167.25.3,30,9,17,55,"GET/docs/emap/gif/emapbl.gifHTTP/1.0",200,1767
131.167.25.3,30,9,17,55,"GET/docs/airs/ban-aira.gifHTTP/1.0",200,5019
131.167.25.3,30,9,17,56,"GET/gumpo/gif/lil_gulflogo-color.gifHTTP/1.0",200,3554
msp1-1.nas.mr.net,30,9,17,57,"GET/docs/PressReleases/1995HTTP/1.0",302,0
131.167.25.3,30,9,17,57,"GET/gumpo/gif/neplogo_small.gifHTTP/1.0",200,4186
131.167.25.3,30,9,17,57,"GET/logos/glreislogo.gifHTTP/1.0",200,3569
131.167.25.3,30,9,17,58,"GET/logos/glinlogosmall.gifHTTP/1.0",200,8109
131.167.25.3,30,9,17,58,"GET/logos/es_small.gifHTTP/1.0",200,1573
msp1-1.nas.mr.net,30,9,17,59,"GET/PressReleases/1995/HTTP/1.0",200,1135
131.167.25.3,30,9,18,0,"GET/logos/nsdi.gifHTTP/1.0",200,29838
chestnut.gse.wilkes.edu,30,9,18,1,"GET/Access/chapter8/s1-13.htmlHTTP/1.0",200,4283
ix-den13-27.ix.netcom.com,30,9,18,3,"GET/docs/EPA-TRI/1995/August/Day-22HTTP/1.0",302,0
ix-den13-27.ix.netcom.com,30,9,18,5,"GET/EPA-TRI/1995/August/Day-22/HTTP/1.0",200,648
msp1-1.nas.mr.net,30,9,18,5,"GET/docs/PressReleases/1995/AugustHTTP/1.0",302,0
r3opm039.r3opm.epa.gov,30,9,18,5,"GET/docs/region3/region3.htmHTTP/1.0",200,757
mapleleaf.rtptok4.epa.gov,30,9,18,6,"GET/docs/Government.htmlHTTP/1.0",200,2703
r3opm039.r3opm.epa.gov,30,9,18,6,"GET/docs/region3/epaseal.gifHTTP/1.0",200,2624
r3opm039.r3opm.epa.gov,30,9,18,6,"GET/docs/region3/plasma.gifHTTP/1.0",200,736
r3opm039.r3opm.epa.gov,30,9,18,6,"GET/docs/region3/grenbull.gifHTTP/1.0",200,1031
msp1-1.nas.mr.net,30,9,18,7,"GET/PressReleases/1995/August/HTTP/1.0",200,1570
r3opm039.r3opm.epa.gov,30,9,18,9,"GET/docs/region3/bell.gifHTTP/1.0",200,29918
interlock.ustreas.gov,30,9,18,9,"GET/cgi-bin/phf?Jserver=www.epa.gov&Qname=michael+lehrHTTP/1.0",200,126
ix-den13-27.ix.netcom.com,30,9,18,10,"GET/docs/EPA-TRI/1995/August/Day-22/pr-21.htmlHTTP/1.0",200,4712
150.148.56.13,30,9,18,12,"GET/Info.htmlHTTP/1.0",200,884
msp1-1.nas.mr.net,30,9,18,13,"GET/docs/PressReleases/1995/August/Day-28HTTP/1.0",302,0
msp1-1.nas.mr.net,30,9,18,15,"GET/PressReleases/1995/August/Day-28/HTTP/1.0",200,644
acc00200.slip.digex.net,30,9,18,16,"GET/enviro/html/ef_home.htmlHTTP/1.0",200,4374
r3opm720.r3opm.epa.gov,30,9,18,17,"GET/docs/feedback.htmlHTTP/1.0",200,1115
r3opm720.r3opm.epa.gov,30,9,18,18,"GET/icons/epa.gifHTTP/1.0",200,457
utkux1.utk.edu,30,9,18,20,"GET/cgi-bin/waisgate?port=210&ip_address=earth1&database_name=/usr1/comwais/indexes/HTDOCS&headline=REMAP%20Region%20III&type=HTML&docid=%01%0aearth1%3a210%02%1c%2fusr1%2fcomwais%2findexes%2fHTDOCS%03%3d0%20%2d9424%20%2fusr1%2fhttpd%2fhtdocs%2femap%2fhtml%2fregions%2fthree%2findex%2ehtml%04%0aearth1%3a210%05%1c%2fusr1%2fcomwais%2findexes%2fHTDOCS%06%3d0%20%2d9424%20%2fusr1%2fhttpd%2fhtdocs%2femap%2fhtml%2fregions%2fthree%2findex%2ehtml%07%01%00&seed_words_used=oak+ridge&byte_count=9424HTTP/1.0",200,9593
acc00200.slip.digex.net,30,9,18,23,"GET/./enviro/gif/banner.gifHTTP/1.0",200,14887
150.148.56.13,30,9,18,28,"GET/docs/OERHTTP/1.0",302,0
ptb474-1.ipst.edu,30,9,18,28,"GET/docs/HowToWais.htmlHTTP/1.0",200,9785
150.148.56.13,30,9,18,28,"GET/OER/HTTP/1.0",200,689
interlock.ustreas.gov,30,9,18,30,"GET/Software.htmlHTTP/1.0",200,1497
150.148.56.13,30,9,18,32,"GET/icons/epa.gifHTTP/1.0",200,457
riq1136.riq.qc.ca,30,9,18,32,"GET/docs/EPA-PEST/1995HTTP/1.0",302,0
interlock.ustreas.gov,30,9,18,33,"GET/logos/env_logo.gifHTTP/1.0",200,3837
riq1136.riq.qc.ca,30,9,18,33,"GET/EPA-PEST/1995/HTTP/1.0",200,1074
131.167.25.3,30,9,18,36,"GET/docs/WhatsNew.htmlHTTP/1.0",200,3495
131.167.25.3,30,9,18,37,"GET/icons/whatsnew.gifHTTP/1.0",200,1016
150.148.56.13,30,9,18,37,"GET/docs/OER/FELLOWHTTP/1.0",302,0
150.148.56.13,30,9,18,38,"GET/OER/FELLOW/HTTP/1.0",200,1088
150.148.56.13,30,9,18,39,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
ada079.ada.epa.gov,30,9,18,40,"GET/epa_ceam/wwwhtml/ceam_home.htmlHTTP/1.0",404,0
sandy.rtptok1.epa.gov,30,9,18,42,"GET/OWOW/PubList/pubcon.htmlHTTP/1.0",304,0
icf2.lanl.gov,30,9,18,45,"GET/cgi-bin/waisgate?port=210&ip_address=earth1.epa.gov&database_name=/indexes/ACCESS&headline=Cornell%20Mixing%20Zone%20Model%20%281%20and%202%29&type=HTML&docid=%01%0aearth1%3a210%02%0f%2findexes%2fACCESS%03%3a0%20%2d5776%20%2fusr1%2fearth1%2fjstaffor%2faccessepa%2fchapter8%2fs1%2d8%2ehtml%04%0aearth1%3a210%05%0f%2findexes%2fACCESS%06%3a0%20%2d5776%20%2fusr1%2fearth1%2fjstaffor%2faccessepa%2fchapter8%2fs1%2d8%2ehtml%07%01%00&seed_words_used=ceam&byte_count=5776HTTP/1.0",200,5945
sandy.rtptok1.epa.gov,30,9,18,48,"GET/OWOW/PubList/comments.htmlHTTP/1.0",304,0
ix-den13-27.ix.netcom.com,30,9,18,48,"GET/docs/EPA-TRI/1995/August/Day-24HTTP/1.0",302,0
131.167.25.3,30,9,18,48,"GET/docs/OPPTS_HarmonizedHTTP/1.0",302,0
ix-den13-27.ix.netcom.com,30,9,18,50,"GET/EPA-TRI/1995/August/Day-24/HTTP/1.0",200,648
interlock.ustreas.gov,30,9,18,50,"GET/docs/FreeSfwHTTP/1.0",302,0
ada079.ada.epa.gov,30,9,18,51,"GET/epa_ceam/wwwhtml/ceam_home.htmlHTTP/1.0",404,0
131.167.25.3,30,9,18,52,"GET/OPPTS_Harmonized/HTTP/1.0",200,2355
emp247.rtpnc.epa.gov,30,9,18,52,"GET/HTTP/1.0",200,4889
interlock.ustreas.gov,30,9,18,52,"GET/FreeSfw/HTTP/1.0",200,1050
131.167.25.3,30,9,18,53,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
interlock.ustreas.gov,30,9,18,55,"GET/icons/epa.gifHTTP/1.0",200,457
msp1-1.nas.mr.net,30,9,18,56,"GET/Standards.htmlHTTP/1.0",200,449
emp247.rtpnc.epa.gov,30,9,18,57,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
chestnut.gse.wilkes.edu,30,9,18,57,"GET/Access/chapter8/s1-19.htmlHTTP/1.0",200,2580
acc00200.slip.digex.net,30,9,18,57,"GET/./enviro/gif/pcs.gifHTTP/1.0",200,1236
emp247.rtpnc.epa.gov,30,9,18,58,"GET/logos/small_gopher.gifHTTP/1.0",200,935
acc00200.slip.digex.net,30,9,18,59,"GET/./enviro/gif/cerclis.gifHTTP/1.0",200,1063
emp247.rtpnc.epa.gov,30,9,18,59,"GET/logos/small_ftp.gifHTTP/1.0",200,124
emp247.rtpnc.epa.gov,30,9,19,0,"GET/icons/book.gifHTTP/1.0",200,156
emp247.rtpnc.epa.gov,30,9,19,1,"GET/logos/us-flag.gifHTTP/1.0",200,2788
csi4.dcrt2124.epa.gov,30,9,19,2,"GET/HTTP/1.0",200,4889
emp247.rtpnc.epa.gov,30,9,19,2,"GET/icons/ok2-0.gifHTTP/1.0",200,231
cestr303.dcrtr1098.epa.gov,30,9,19,4,"GET/docs/Internet.htmlHTTP/1.0",200,3217
riq1136.riq.qc.ca,30,9,19,4,"GET/docs/EPA-PEST/1995/MayHTTP/1.0",302,0
riq1136.riq.qc.ca,30,9,19,6,"GET/EPA-PEST/1995/May/HTTP/1.0",200,917
csi4.dcrt2124.epa.gov,30,9,19,6,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
150.148.56.13,30,9,19,8,"GET/docs/OER/FELLOW/update.txt.htmlHTTP/1.0",200,365
150.148.56.13,30,9,19,8,"GET/docs/OER/FELLOW/update.txt.htmlHTTP/1.0",200,365
141.161.18.205,30,9,19,9,"GET/HTTP/1.0",200,4889
141.161.18.205,30,9,19,10,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
csi4.dcrt2124.epa.gov,30,9,19,10,"GET/icons/ok2-0.gifHTTP/1.0",200,231
141.161.18.205,30,9,19,10,"GET/logos/small_gopher.gifHTTP/1.0",200,935
141.161.18.205,30,9,19,11,"GET/icons/book.gifHTTP/1.0",200,156
basfegw.basf-corp.com,30,9,19,11,"GET/Software.htmlHTTP/1.0",200,1497
141.161.18.205,30,9,19,11,"GET/logos/us-flag.gifHTTP/1.0",200,2788
acc00200.slip.digex.net,30,9,19,11,"GET/./enviro/gif/tris.gifHTTP/1.0",200,1075
riq1136.riq.qc.ca,30,9,19,11,"GET/docs/EPA-PEST/1995/May/Day-03HTTP/1.0",302,0
141.161.18.205,30,9,19,11,"GET/logos/small_ftp.gifHTTP/1.0",200,124
riq1136.riq.qc.ca,30,9,19,12,"GET/EPA-PEST/1995/May/Day-03/HTTP/1.0",200,3231
131.167.25.3,30,9,19,13,"GET/docs/OPPTS_Harmonized/875_Occupational_and_Residential_Exposure_Test_GuidelinesHTTP/1.0",404,0
msp1-1.nas.mr.net,30,9,19,13,"GET/Rules.htmlHTTP/1.0",200,3273
fg43.acq.osd.mil,30,9,19,13,"GET/cgi-bin/waisgate?port=210&ip_address=earth1&database_name=/usr1/comwais/indexes/HTDOCS&headline=%20EPA%20Office%20of%20Enforcement%20and%20Compliance%20Assurance&type=HTML&docid=%01%0aearth1%3a210%02%1c%2fusr1%2fcomwais%2findexes%2fHTDOCS%03%230%20%2d411%20%2fusr1%2fhttpd%2fhtdocs%2fOECA%2ehtml%04%0aearth1%3a210%05%1c%2fusr1%2fcomwais%2findexes%2fHTDOCS%06%230%20%2d411%20%2fusr1%2fhttpd%2fhtdocs%2fOECA%2ehtml%07%01%00&seed_words_used=compliance&byte_count=411HTTP/1.0",200,580
141.161.18.205,30,9,19,13,"GET/icons/ok2-0.gifHTTP/1.0",200,231
csi4.dcrt2124.epa.gov,30,9,19,14,"GET/Initiatives.htmlHTTP/1.0",200,2117
www-c6.proxy.aol.com,30,9,19,14,"GET/HTTP/1.0",304,0
acc00200.slip.digex.net,30,9,19,19,"GET/./enviro/gif/rcris.gifHTTP/1.0",200,1179
acc00200.slip.digex.net,30,9,19,20,"GET/./enviro/gif/finds.gifHTTP/1.0",200,1177
www-c6.proxy.aol.com,30,9,19,22,"GET/icons/circle_logo_small.gifHTTP/1.0",304,0
acc00200.slip.digex.net,30,9,19,22,"GET/./enviro/gif/emcilogo.gifHTTP/1.0",200,1330
csi4.dcrt2124.epa.gov,30,9,19,22,"GET/docs/CSIHTTP/1.0",302,0
www-c6.proxy.aol.com,30,9,19,22,"GET/logos/small_gopher.gifHTTP/1.0",304,0
www-c6.proxy.aol.com,30,9,19,23,"GET/logos/small_ftp.gifHTTP/1.0",304,0
www-c6.proxy.aol.com,30,9,19,23,"GET/icons/book.gifHTTP/1.0",304,0
131.167.25.3,30,9,19,23,"GET/docs/OPPTS_Harmonized/870_Health_Effects_Test_GuidelinesHTTP/1.0",302,0
131.167.25.3,30,9,19,23,"GET/OPPTS_Harmonized/870_Health_Effects_Test_Guidelines/HTTP/1.0",200,1180
ix-den13-27.ix.netcom.com,30,9,19,24,"GET/docs/EPA-TRI/1995/August/Day-24/pr-22.htmlHTTP/1.0",200,23900
acc00200.slip.digex.net,30,9,19,24,"GET/./enviro/gif/book.gifHTTP/1.0",200,1093
csi4.dcrt2124.epa.gov,30,9,19,26,"GET/CSI/HTTP/1.0",200,493
r3opm720.r3opm.epa.gov,30,9,19,27,"GET/docs/region3/region3.htmHTTP/1.0",200,757
r3opm720.r3opm.epa.gov,30,9,19,27,"GET/docs/region3/epaseal.gifHTTP/1.0",200,2624
r3opm720.r3opm.epa.gov,30,9,19,27,"GET/docs/region3/plasma.gifHTTP/1.0",200,736
r3opm720.r3opm.epa.gov,30,9,19,28,"GET/docs/region3/grenbull.gifHTTP/1.0",200,1031
basfegw.basf-corp.com,30,9,19,29,"GET/docs/FreeSfwHTTP/1.0",302,0
csi4.dcrt2124.epa.gov,30,9,19,30,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
www-c6.proxy.aol.com,30,9,19,30,"GET/logos/us-flag.gifHTTP/1.0",304,0
www-c6.proxy.aol.com,30,9,19,30,"GET/icons/ok2-0.gifHTTP/1.0",304,0
chem5.carleton.ca,30,9,19,31,"GET/docs/ozone/index.htmlHTTP/1.0",200,3717
chem5.carleton.ca,30,9,19,32,"GET/docs/ozone/colorhr2.gifHTTP/1.0",200,2314
chem5.carleton.ca,30,9,19,32,"GET/docs/ozone/header.gifHTTP/1.0",200,10598
chem5.carleton.ca,30,9,19,32,"GET/docs/ozone/bluedot.gifHTTP/1.0",200,309
chem5.carleton.ca,30,9,19,32,"GET/docs/ozone/grndot.gifHTTP/1.0",200,910
chem5.carleton.ca,30,9,19,32,"GET/docs/ozone/epa_flow.gifHTTP/1.0",200,1236
basfegw.basf-corp.com,30,9,19,33,"GET/FreeSfw/HTTP/1.0",200,1050
r3opm720.r3opm.epa.gov,30,9,19,34,"GET/docs/region3/bell.gifHTTP/1.0",200,29918
csi4.dcrt2124.epa.gov,30,9,19,34,"GET/docs/CSI/CSIHTTP/1.0",302,0
131.167.25.3,30,9,19,35,"GET/docs/OSWERSuperHTTP/1.0",302,0
131.167.25.3,30,9,19,36,"GET/OSWERSuper/HTTP/1.0",200,982
150.148.56.13,30,9,19,36,"GET/docs/OER/FELLOW/finaldoc.txt.htmlHTTP/1.0",200,13849
170.142.111.131,30,9,19,36,"GET/docs/asbestosHTTP/1.0",302,0
170.142.111.131,30,9,19,37,"GET/asbestos/HTTP/1.0",200,1276
sandy.rtptok1.epa.gov,30,9,19,38,"GET/OWOW/PubList/bulletin.htmlHTTP/1.0",304,0
csi4.dcrt2124.epa.gov,30,9,19,38,"GET/CSI/CSI/HTTP/1.0",200,801
acc00200.slip.digex.net,30,9,19,40,"GET/./enviro/gif/query.gifHTTP/1.0",200,1006
150.148.56.13,30,9,19,41,"GET/docs/OER/FELLOW/question.txt.htmlHTTP/1.0",200,3864
150.148.56.13,30,9,19,41,"GET/docs/OER/FELLOW/question.txt.htmlHTTP/1.0",200,3864
acc00200.slip.digex.net,30,9,19,42,"GET/./enviro/gif/access.gifHTTP/1.0",200,1214
ix-pat1-14.ix.netcom.com,30,9,19,45,"GET/Software.htmlHTTP/1.0",200,1497
150.148.56.13,30,9,19,47,"GET/docs/OER/FELLOW/hotline.txt.htmlHTTP/1.0",200,878
csi4.dcrt2124.epa.gov,30,9,19,47,"GET/docs/CSI/CSI/councilHTTP/1.0",302,0
150.148.56.13,30,9,19,47,"GET/docs/OER/FELLOW/hotline.txt.htmlHTTP/1.0",200,878
acc00200.slip.digex.net,30,9,19,48,"GET/./enviro/gif/mail.gifHTTP/1.0",200,959
oea4.r8stw56.epa.gov,30,9,19,48,"GET/docs/RREL/epanet.zipHTTP/1.0",200,466944
ix-pat1-14.ix.netcom.com,30,9,19,49,"GET/logos/env_logo.gifHTTP/1.0",200,3837
131.167.25.3,30,9,19,49,"GET/docs/OSWERSuper/update.htmlHTTP/1.0",200,42083
csi4.dcrt2124.epa.gov,30,9,19,51,"GET/docs/CSI/CSI/councilHTTP/1.0",302,0
basfegw.basf-corp.com,30,9,19,51,"GET/docs/FreeSfw/description.htmlHTTP/1.0",200,656
csi4.dcrt2124.epa.gov,30,9,19,55,"GET/CSI/CSI/council/HTTP/1.0",200,860
141.161.18.205,30,9,19,58,"GET/waisicons/unknown.gifHTTP/1.0",200,83
csi4.dcrt2124.epa.gov,30,9,19,59,"GET/docs/CSI/CSI/council/aboutHTTP/1.0",404,0
141.161.18.205,30,9,20,0,"POST/cgi-bin/waisgate/134.67.99.11=earth1=210=/usr1/comwais/indexes/HTDOCS=gopher%40earth1=0.00=freeHTTP/1.0",200,27672
icf2.lanl.gov,30,9,20,1,"GET/cgi-bin/waisgate?port=210&ip_address=earth1.epa.gov&database_name=/indexes/ACCESS&headline=Chapter%208&type=HTML&docid=%01%0aearth1%3a210%02%0f%2findexes%2fACCESS%03%3e0%20%2d4933%20%2fusr1%2fearth1%2fjstaffor%2faccessepa%2fchapter8%2fchapter8%2ehtml%04%0aearth1%3a210%05%0f%2findexes%2fACCESS%06%3e0%20%2d4933%20%2fusr1%2fearth1%2fjstaffor%2faccessepa%2fchapter8%2fchapter8%2ehtml%07%01%00&seed_words_used=ceam&byte_count=4933HTTP/1.0",200,5102
141.161.18.205,30,9,20,1,"GET/waisicons/text.xbmHTTP/1.0",200,527
www-c6.proxy.aol.com,30,9,20,2,"GET/News.htmlHTTP/1.0",200,1014
csi4.dcrt2124.epa.gov,30,9,20,3,"GET/docs/CSI/CSI/council/membershHTTP/1.0",302,0
csi4.dcrt2124.epa.gov,30,9,20,7,"GET/CSI/CSI/council/membersh/HTTP/1.0",200,853
r3opm720.r3opm.epa.gov,30,9,20,8,"GET/docs/region3/wmd/homepage.htmHTTP/1.0",200,1303
r3opm720.r3opm.epa.gov,30,9,20,9,"GET/docs/region3/wmd/epalogo1.gifHTTP/1.0",200,1539
r3opm720.r3opm.epa.gov,30,9,20,9,"GET/docs/region3/wmd/globe.gifHTTP/1.0",200,257
csi4.dcrt2124.epa.gov,30,9,20,11,"GET/docs/CSI/CSI/council/membersh/members.txt.htmlHTTP/1.0",200,4572
icf2.lanl.gov,30,9,20,16,"GET/Access/chapter8/s1-26.htmlHTTP/1.0",200,4591
pc99.shh.fi,30,9,20,18,"GET/docs/Internet.htmlHTTP/1.0",200,3217
134.243.205.184,30,9,20,18,"GET/HTTP/1.0",200,4889
134.243.205.184,30,9,20,19,"GET/icons/circle_logo_small.gifHTTP/1.0",304,0
134.243.205.184,30,9,20,20,"GET/logos/small_gopher.gifHTTP/1.0",304,0
134.243.205.184,30,9,20,20,"GET/logos/small_ftp.gifHTTP/1.0",304,0
134.243.205.184,30,9,20,20,"GET/icons/book.gifHTTP/1.0",200,156
134.243.205.184,30,9,20,20,"GET/logos/us-flag.gifHTTP/1.0",200,2788
134.243.205.184,30,9,20,20,"GET/icons/ok2-0.gifHTTP/1.0",304,0
ix-pat1-14.ix.netcom.com,30,9,20,23,"GET/docs/8e_triagHTTP/1.0",302,0
ptb474-1.ipst.edu,30,9,20,24,"POST/cgi-bin/waisgate/134.67.99.11=earth1=210=/indexes/Rules=gopher%40earth1=0.00=freeHTTP/1.0",200,25590
r3opm720.r3opm.epa.gov,30,9,20,24,"GET/docs/region3/wmd/water2.gifHTTP/1.0",200,152658
ix-pat1-14.ix.netcom.com,30,9,20,25,"GET/8e_triag/HTTP/1.0",200,1082
riq1136.riq.qc.ca,30,9,20,25,"GET/docs/EPA-PEST/1995/May/Day-03/pr-254.htmlHTTP/1.0",200,7042
csi4.dcrt2124.epa.gov,30,9,20,29,"GET/docs/CSI/CSI/council/meetingsHTTP/1.0",302,0
chem5.carleton.ca,30,9,20,32,"GET/docs/ozone/uvindex/uvover.htmlHTTP/1.0",200,4230
ix-pat1-14.ix.netcom.com,30,9,20,32,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
chem5.carleton.ca,30,9,20,33,"GET/docs/ozone/uvindex/uvlogosm.gifHTTP/1.0",200,2431
134.243.205.184,30,9,20,33,"GET/docs/CSO.htmlHTTP/1.0",200,3120
csi4.dcrt2124.epa.gov,30,9,20,33,"GET/CSI/CSI/council/meetings/HTTP/1.0",200,952
134.243.205.184,30,9,20,34,"GET/icons/epa.gifHTTP/1.0",200,457
chem5.carleton.ca,30,9,20,36,"GET/docs/ozone/bluedot.gifHTTP/1.0",200,309
csi4.dcrt2124.epa.gov,30,9,20,37,"GET/docs/CSI/CSI/council/meetings/schedulesHTTP/1.0",404,0
basfegw.basf-corp.com,30,9,20,38,"GET/docs/RRELHTTP/1.0",302,0
csi4.dcrt2124.epa.gov,30,9,20,42,"GET/docs/CSI/CSI/council/meetings/agendasHTTP/1.0",302,0
basfegw.basf-corp.com,30,9,20,42,"GET/RREL/HTTP/1.0",200,632
csi4.dcrt2124.epa.gov,30,9,20,46,"GET/CSI/CSI/council/meetings/agendas/HTTP/1.0",200,891
134.243.205.184,30,9,20,47,"GET/cgi-bin/phf?Jserver=www.epa.gov&Qname=WiltseHTTP/1.0",200,1040
155.84.91.40,30,9,20,49,"GET/cgi-bin/waisgate?port=210&ip_address=earth1&database_name=/indexes/Rules&headline=Lead%3b%20Requirements%20for%20Lead%2dbased%20Paint%20Activities%3b%20Extensio&type=TEXT&docid=%01%0aearth1%3a210%02%0e%2findexes%2fRules%03N0%20%2d2775%20%2fusr1%2fgopher%2fgopher%2ddata%2fRules%2fSubset%2fEPA%2dTOX%2f1994%2fOctober%2fDay%2d31%2fpr%2d9%04%0aearth1%3a210%05%0e%2findexes%2fRules%06N0%20%2d2775%20%2fusr1%2fgopher%2fgopher%2ddata%2fRules%2fSubset%2fEPA%2dTOX%2f1994%2fOctober%2fDay%2d31%2fpr%2d9%07%01%00&seed_words_used=lead&byte_count=2775HTTP/1.0",200,3207
csi4.dcrt2124.epa.gov,30,9,20,50,"GET/docs/CSI/CSI/council/meetings/agendas/may19-95.txt.htmlHTTP/1.0",200,1668
ix-pat1-14.ix.netcom.com,30,9,20,50,"GET/docs/8e_triag/readme.txt.htmlHTTP/1.0",200,1371
basfegw.basf-corp.com,30,9,20,50,"GET/docs/RREL/metaepa.txt.htmlHTTP/1.0",200,3164
r3opm720.r3opm.epa.gov,30,9,20,51,"GET/docs/region3/wmd/watrshed/watrshed.htmHTTP/1.0",200,1505
r3opm720.r3opm.epa.gov,30,9,20,51,"GET/docs/region3/wmd/watrshed/globe.gifHTTP/1.0",200,257
r3opm720.r3opm.epa.gov,30,9,20,53,"GET/docs/region3/wmd/watrshed/shed.gifHTTP/1.0",200,22338
chem5.carleton.ca,30,9,20,55,"GET/docs/ozone/uvindex/uvwhat.txtHTTP/1.0",200,2268
131.167.25.3,30,9,21,0,"GET/docs/cieHTTP/1.0",302,0
131.167.25.3,30,9,21,1,"GET/cie/HTTP/1.0",200,924
ada079.ada.epa.gov,30,9,21,1,"GET/ada/kerrlab.htmlHTTP/1.0",200,1911
n5j.ct.ornl.gov,30,9,21,3,"GET/docs/ceppo/metalist.txt.htmlHTTP/1.0",200,5226
sandy.rtptok1.epa.gov,30,9,21,9,"GET/OWOW/PubList/comments.htmlHTTP/1.0",304,0
keyhole.es.dupont.com,30,9,21,12,"GET/EPA-AIR/1995/HTTP/1.0",200,1063
131.167.25.3,30,9,21,12,"GET/docs/cie/metadata.txt.htmlHTTP/1.0",200,3176
ada079.ada.epa.gov,30,9,21,12,"GET/ada/gifs/kerrlab.gifHTTP/1.0",200,64397
icf2.lanl.gov,30,9,21,13,"GET/Access/chapter8/s1-25.htmlHTTP/1.0",200,3147
ada079.ada.epa.gov,30,9,21,15,"GET/ada/gifs/at-work.gifHTTP/1.0",200,373
ada079.ada.epa.gov,30,9,21,16,"GET/ada/gifs/ball.green.gifHTTP/1.0",200,326
keyhole.es.dupont.com,30,9,21,20,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
csi4.dcrt2124.epa.gov,30,9,21,20,"GET/docs/CSI/CSI/subcommHTTP/1.0",302,0
bard.uk.cray.com,30,9,21,20,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
ada079.ada.epa.gov,30,9,21,21,"GET/HTTP/1.0",200,4889
ada079.ada.epa.gov,30,9,21,23,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
ix-pat1-14.ix.netcom.com,30,9,21,23,"GET/enviro/html/ef_home.htmlHTTP/1.0",200,4374
ada079.ada.epa.gov,30,9,21,24,"GET/logos/small_gopher.gifHTTP/1.0",200,935
141.161.18.205,30,9,21,24,"GET/cgi-bin/waisgate?port=210&ip_address=earth1&database_name=/usr1/comwais/indexes/HTDOCS&headline=Chemical%20Emergency%20Preparedness%20and%20Prevention%20Office&type=HTML&docid=%01%0aearth1%3a210%02%1c%2fusr1%2fcomwais%2findexes%2fHTDOCS%03%2b0%20%2d1357%20%2fusr1%2fhttpd%2fhtdocs%2fceppo%2findex%2ehtml%04%0aearth1%3a210%05%1c%2fusr1%2fcomwais%2findexes%2fHTDOCS%06%2b0%20%2d1357%20%2fusr1%2fhttpd%2fhtdocs%2fceppo%2findex%2ehtml%07%01%00&seed_words_used=list+lists&byte_count=1357HTTP/1.0",200,1526
csi4.dcrt2124.epa.gov,30,9,21,24,"GET/CSI/CSI/subcomm/HTTP/1.0",200,1145
ada079.ada.epa.gov,30,9,21,25,"GET/logos/small_ftp.gifHTTP/1.0",200,124
141.161.18.205,30,9,21,25,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
ada079.ada.epa.gov,30,9,21,25,"GET/icons/book.gifHTTP/1.0",200,156
ada079.ada.epa.gov,30,9,21,26,"GET/logos/us-flag.gifHTTP/1.0",200,2788
ada079.ada.epa.gov,30,9,21,27,"GET/icons/ok2-0.gifHTTP/1.0",200,231
sandy.rtptok1.epa.gov,30,9,21,29,"GET/OWOW/PubList/bulletin.htmlHTTP/1.0",304,0
ptb474-1.ipst.edu,30,9,21,30,"GET/cgi-bin/waisgate?port=210&ip_address=earth1&database_name=/indexes/Rules&headline=Diflubenzuron%3b%20Pesticide%20Tolerances&type=TEXT&docid=%01%0aearth1%3a210%02%0e%2findexes%2fRules%03N0%20%2d21805%20%2fusr1%2fgopher%2fgopher%2ddata%2fRules%2fSubset%2fEPA%2dPEST%2f1995%2fMay%2fDay%2d10%2fpr%2d256%04%0aearth1%3a210%05%0e%2findexes%2fRules%06N0%20%2d21805%20%2fusr1%2fgopher%2fgopher%2ddata%2fRules%2fSubset%2fEPA%2dPEST%2f1995%2fMay%2fDay%2d10%2fpr%2d256%07%01%00&seed_words_used=docket+pulp&byte_count=21805HTTP/1.0",200,22293
keyhole.es.dupont.com,30,9,21,32,"GET/docs/EPA-AIR/1995/AugustHTTP/1.0",302,0
csi4.dcrt2124.epa.gov,30,9,21,32,"GET/docs/CSI/CSI/subcomm/ironHTTP/1.0",302,0
